id,Time,Tweet
586751692,2023-01-19 06:23:20+00:00,"b'RT @EricTopol: The benefit of vaccination after Covid to prevent #LongCovid, a ~40% reduction, across multiple organ systems (including lun\xe2\x80\xa6'"
289443557,2023-01-19 06:23:17+00:00,b'My dermatologist failed me. All the skincare I\xe2\x80\x99ve invested in works for a max of 2 months. Kore \xf0\x9f\x98\xad'
1512061703285972994,2023-01-19 06:23:15+00:00,"b""RT @lsmbulgari: Every bp member having their bday celebration for themselves but for Lisa it's just lisards being toxic as usual if we cele\xe2\x80\xa6"""
1538589726021763072,2023-01-19 06:23:12+00:00,b'@bp_exol @roundiemimi You can simply search about their impact for LV Fila Hyundai  Samsung and Puma. It\xe2\x80\x99s not our\xe2\x80\xa6 https://t.co/z9JAebUksL'
1600366827359477761,2023-01-19 06:23:10+00:00,b'USA STORE ONLY:\n\nAMAZON BEST SELLER\n\nhttps://t.co/X01TNuQVoB\n\n#exfoliant #skincare #skin #cleanser #exfoliation\xe2\x80\xa6 https://t.co/G6xzWncpts'
34884278,2023-01-19 06:23:10+00:00,b'RT @HiikyaaTor: Kaduna making an Old man Cry!!!\nIt is not crime to be a Northerner and be OBIdient!!\nPeter Obi\xe2\x80\xa6 We await your arrival.\nPlea\xe2\x80\xa6'
1370365358041874435,2023-01-19 06:23:09+00:00,"b'How am I this talented, you ask? I have a strict skincare routine.'"
1345674905132609536,2023-01-19 06:23:08+00:00,b'@anujtiwari11 Pregablin have any role at migraine prophylaxis sir ?'
1545222714964705282,2023-01-19 06:23:03+00:00,"b""RT @forvotelisa1: @BLACKPINK_PH just\xe2\x80\x8b simple\xe2\x80\x8b question\xe2\x80\x8b why\xe2\x80\x8b other\xe2\x80\x8b member\xe2\x80\x8b need\xe2\x80\x8b to\xe2\x80\x8b have\xe2\x80\x8b solo\xe2\x80\x8b ocean?? why\xe2\x80\x8b don't\xe2\x80\x8b just\xe2\x80\x8b let\xe2\x80\x8b it\xe2\x80\x8b pink??\xe2\x80\xa6"""
2907318819,2023-01-19 06:23:00+00:00,b'RT @hakclip: drop the skincare routine please @\xec\xa3\xbc\xed\x95\x99\xeb\x85\x84 https://t.co/nw0TroNvFr'
1257307029275721730,2023-01-19 06:22:57+00:00,"b'Justvedic Her Immunity Drink mix helps boost immunity, fights illness, helps with indigestion, eliminates joint pai\xe2\x80\xa6 https://t.co/yRWeSA47f7'"
2366235570,2023-01-19 06:22:55+00:00,"b'RT @SkinCo_TheDaily: New Year, New Habits! \xe2\x9c\xa8 Start  with the better skincare routine this 2\xf0\x9f\x92\x9a23! \n\n\xf0\x9d\x91\xad\xf0\x9d\x92\x90\xf0\x9d\x92\x93 \xf0\x9d\x92\x9a\xf0\x9d\x92\x90\xf0\x9d\x92\x96\xf0\x9d\x92\x93 \xf0\x9d\x92\x86\xf0\x9d\x92\x97\xf0\x9d\x92\x86\xf0\x9d\x92\x93\xf0\x9d\x92\x9a\xf0\x9d\x92\x85\xf0\x9d\x92\x82\xf0\x9d\x92\x9a \xf0\x9d\x92\x83\xf0\x9d\x92\x86\xf0\x9d\x92\x82\xf0\x9d\x92\x96\xf0\x9d\x92\x95\xf0\x9d\x92\x9a \xf0\x9d\x92\x86\xf0\x9d\x92\x94\xf0\x9d\x92\x94\xf0\x9d\x92\x86\xf0\x9d\x92\x8f\xf0\x9d\x92\x95\xf0\x9d\x92\x8a\xf0\x9d\x92\x82\xf0\x9d\x92\x8d\xf0\x9d\x92\x94;\n\xf0\x9f\x93\x8d #0\xe2\x80\xa6'"
1333235969433231360,2023-01-19 06:22:52+00:00,"b""RT @forvotelisa1: @BLACKPINK_PH just\xe2\x80\x8b simple\xe2\x80\x8b question\xe2\x80\x8b why\xe2\x80\x8b other\xe2\x80\x8b member\xe2\x80\x8b need\xe2\x80\x8b to\xe2\x80\x8b have\xe2\x80\x8b solo\xe2\x80\x8b ocean?? why\xe2\x80\x8b don't\xe2\x80\x8b just\xe2\x80\x8b let\xe2\x80\x8b it\xe2\x80\x8b pink??\xe2\x80\xa6"""
1396329736473825283,2023-01-19 06:22:52+00:00,b'My weight before the gastric sleeve (92kg)\n1 month after my surgery\n-Week 1: 87.7Kg (-4.3 kg)\n-Week 2: 86.0kg (-1.7\xe2\x80\xa6 https://t.co/bvpCRUGGWy'
615448838,2023-01-19 06:22:51+00:00,b'@tsitsidaily One bp left \xf0\x9f\x92\xaa'
1368854124603707394,2023-01-19 06:22:49+00:00,b'RT @jichupiecart: IC / INTEREST CHECK / WTS / LFB\n\nBLACKPINK BORN PINK VINYL TINGI\n\n-will only push thru if ma-take po lahat.\n-NETA\n-dop :\xe2\x80\xa6'
1003922486,2023-01-19 06:22:49+00:00,b'RT @drkasenene: A lot of chronic health issues we see today like diabetes and high blood pressure are linked to the tension we carry in our\xe2\x80\xa6'
1330349156192432128,2023-01-19 06:22:48+00:00,"b""RT @blckpinkhourly: BLACKPINK's first concert in KSA is happening tomorrow! finallly Saudi blinks will have the opportunity to see bp and l\xe2\x80\xa6"""
1473530411657547779,2023-01-19 06:22:46+00:00,b'RT @NBPC2366DelRio: We regret to inform you that BP Agent Hunter Labombard of Carrizo Springs Station tragically died yesterday in an off-d\xe2\x80\xa6'
1598640006582525952,2023-01-19 06:22:42+00:00,b'Tips to Make Life Healthy!\n\nEating papaya might lower your blood sugar !\n\n#ponmalligaihospitals #healthcare\xe2\x80\xa6 https://t.co/gzvXfGYr9G'
1342510609229819904,2023-01-19 06:22:41+00:00,"b'RT @PopCrave: #BLACKPINK to release a limited-edition pink vinyl box set for their sophomore album, #BORNPINK. \n\n\xf0\x9f\x94\x97: https://t.co/PV25YKwoeS\xe2\x80\xa6'"
